"GOOD HEALTH MEDICAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        QUAZI BAGH MARKET,NEAR RAM MANDIR GOLA BAZAR SHERGHATI GAYA-824211",,,,,,,,,,,,,,,
STOCK REPORT AS ON DATE 23-07-2026,,,,,,,,,,,,,,,
Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.
,,,,Deal,Free,Deal,Free,,,,,,,,
ZZZ9801,SYNERTAB TAB 1*10TAB,TABS,4,0,0,0,0,244.244,976.98,324.79,247.46,0,PHARMED,,S002
TORSY1101,SYSCAN 150MG TAB 1TAB,TAB,6,0,0,0,0,15.425,92.55,0,15.63,0,TORRENT,,S010
SYSSYG201,SYSTAFLAM GEL 25GM,Pcs,4,0,0,0,0,69.0667,276.27,91.85,69.98,0,SYSTOPIC,,A10030511
MANT91M01,T 98 DROP 15 ML,Pcs,2,0,0,0,0,25.5633,51.13,33.99,25.9,0,MANKIND,,
INTTA1T01,TAH 40MG TAB 1*10TAB,TAB,5,0,0,0,0,235.052,1175.26,315.94,240.71,0,INTAS,,T001
SUNTAC101,TAMDURA CAP 1*10TAB,TAB,2,0,0,0,0,275.51,551.02,370.31,282.14,0,SUN,,T014
ZZZ8047,TAMLOCEPT D CAP 1*15CAP,CAPS,6,0,0,0,0,395.1765,2371.06,525.5,400.38,0,LUPIN,,T0013
TORTA2101,TANCODEP 2MG TAB 1*10TAB,TAB,20,0,0,0,0,23.544,470.88,31.64,24.11,0,TORRENT,,T022
TORTAT101,TANCODEP TAB 1*10TAB,TAB,5,0,0,0,0,21.836,109.18,28.73,21.89,0,TORRENT,,T022
ZZZ1303,TAPAL ER 50MG TAB 1*10TAB,TAB,4,0,0,0,0,219.676,878.7,292.12,222.57,0,MSN LAB LIMTED,,T004
AJATAE501,TAPENAX ER 50MG TAB 1*10TAB,TAB,5,0,0,0,0,229.832,1149.16,305.63,232.86,0,AJANTA,,T005
IPCTA0102,TASULIN 0.4MG TAB 1*14TAB,TAB,2,0,0,0,0,138.0106,276.02,185.48,141.33,0,IPCA,,T001
IPCTA1C01,TASULIN D TAB 1*15CAP,CAP,4,0,0,0,0,404.583,1618.33,543.8,414.32,0,IPCA,,T001
ALKTA2I01,TAXIM 250MG VIAL 1VIAL,PCS,10,0,0,9,1,13.358,133.58,18.6,14.88,0,ALKEM LAB.,,
ALKTA1I03,TAXIMAX 1500MG INJ 1VIAL,PCS,2,0,0,0,0,55,110,93.5,55,0,ALKEM LAB.,,AB-03
ALKTA3I01,TAXIMAX 375MG VIAL 1VIAL,PCS,4,0,0,0,0,32,128,48,32,0,ALKEM LAB.,,
ALKTA2104,TAXIM O 200MG TAB 1*10TAB,TAB,13.8,0,0,0,0,77.7,1072.26,104.43,79.57,0,ALKEM LAB.,,T001
ALKTAA401,TAXIM-O 400 TAB 1*10TAB,TABS,0.3,0,0,0,0,169.05,50.72,236.04,179.84,0,ALKEM (BERGEN),,T001
000540,TAXIM-O 50 DT TABS. 10X10 1,PCS,6,0,0,0,0,58.1367,348.82,77.3,58.9,0,SUN,,T001
ALKTAD101,TAXIM O DROP 1*30ML,Pcs,2,0,0,0,0,58.0917,116.18,82.5,62.87,0,ALKEM LAB.,,
ALKTADS02,TAXIM O DRY SYRUP. 30ML,PCS,7,0,0,0,0,38.7583,271.31,52.09,39.69,0,ALKEM LAB.,,
ALKTAD102,TAXIM O DT 100MG TAB 1*10TAB,TAB,1.6,0,0,0,0,75.328,120.52,101.25,77.14,0,ALKEM LAB.,,T001
ALKTA3M01,TAXIM O FORTE DRY SUSP. 30ML,PCS,3,0,0,9,1,51.245,153.74,76.53,58.31,0,ALKEM LAB.,,
ALKTA1T01,TAXIM OF TAB 1*10TAB,TAB,8,0,0,0,0,147.18,1177.44,197.8,150.72,0,ALKEM LAB.,,T004
USVTA2101,TAZLOC 20MG TAB 1*10TAB,TAB,5,0,0,0,0,28.09,140.45,36.96,28.16,0,USV,,T002
MICRO647,TAZLOC 40 1*15,TAB.,2,0,0,0,0,71.893,143.79,96.62,73.62,0,USV,,T002
USVTA4101,TAZLOC 40MG TAB 1*10TAB,TAB,6,0,0,0,0,72.663,435.98,96.62,73.62,0,USV,,T002
USVTA8101,TAZLOC 80MG TAB 1*15TAB,TAB,7,0,0,0,0,73.764,516.35,99.14,75.54,0,USV,,T002
USVTAA102,TAZLOC AM 80 TAB 1*10TAB,TAB,3,0,0,0,0,168.393,505.18,223.92,170.61,0,USV,,T002
USVTAA101,TAZLOC AM TAB 1*10TAB,TAB,13,0,0,0,0,114.26,1485.38,150.35,114.55,0,USV,,T002
USVTAB201,TAZLOC BETA 25MG TAB 1*10TAB,TAB,15,0,0,0,0,145.228,2178.42,193.13,147.14,0,USV,,T002
USVTAB501,TAZLOC BETA 50MG TAB 1*10TAB,TAB,8,0,0,0,0,149.576,1196.61,196.78,149.95,0,USV,,T002
USVTA4102,TAZLOC CT 40/12.5MG TAB 1*10TAB,TAB,5,0,0,0,0,118.257,591.29,155.58,118.55,0,USV,,T002
USVTAA601,TAZLOC-CT 6.25 TAB 1*10TAB,TABS,2,0,0,0,0,103.993,207.99,138.28,105.36,0,USV,,T002
USVTAH801,TAZLOC H 80MG TAB 1*10TAB,TAB,3,0,0,0,0,185.8,557.4,247.08,188.25,0,USV,,T002
ZZZ2567,TAZLOC H TAB 1*10TAB,TAB,4,0,0,0,0,128.113,512.45,170.34,129.8,0,USV,,T002
USVTA8103,TAZLOC-TRIO 80MG TAB 1*10TAB,TAB,3,0,0,0,0,188.733,566.2,250.97,191.22,0,USV,,TOO2
ZZZ9955,T BACT OINT 15GM,PHYL,5,0,0,0,0,241.89,1209.45,325.08,247.71,0,GSK,,
GLATBO501,T-BACT OINT 5GM,PCS,3,0,0,0,0,80.63,241.89,108.36,82.57,0,GLAXO,,
SUNTED101,TEAR DROPS EYE DROP 10ML,PCS,5,0,0,0,0,100.43,502.15,132.13,100.68,0,SUN,,
INTTET701,TEBINA 250MG TAB 1*7TAB,TAB,2,0,0,0,0,103.9283,207.86,139.69,106.43,0,INTAS,,T010
NOVTEE101,TEGRITAL 100MG TAB 1*10TAB,TAB,3,0,0,0,0,10.5,31.5,11.33,10,0,NOVARTIS,,T022
NOVTEC201,TEGRITAL CR 200MG TAB 1*10TAB,TAB,15,0,0,0,0,24.108,361.62,25.53,22.96,0,NOVARTIS,,T010
NOVTEC401,TEGRITAL CR 400MG TAB 1*10TAB,TAB,1,0,0,0,0,46.17,46.17,49.77,43.97,0,NOVARTIS,,T022
NOVTES101,TEGRITAL SYRUP. 100ML,PCS,6,0,0,0,0,30.1567,180.94,32.55,28.72,0,NOVARTIS,,
ZZZ6641,TELAST 40MG TAB 1*7TAB,TABS,32,0,0,0,0,69.0599,2209.92,92.81,70.72,0,INTAS,,
ZZZ10901,TELCURE 40 MG TAB 1*10,TAB.,5,0,0,0,0,71.408,357.04,94.96,72.35,0,MANKIND,,T018
LUPTE1T02,TELEKAST A TAB 1*10TAB,TAB,5,0,0,0,0,216.127,1080.64,306.95,233.9,0,LUPIN,,T009
LUPTE1T05,TELEKAST L TAB 1*15TAB,TAB,2,0,0,0,0,259.2105,518.42,280.53,280.53,0,LUPIN,,T009
CADTE1T02,TELI AM TAB 1*10TAB,TABS,5,0,0,0,0,140.9,704.5,189.37,144.29,0,CADILA,,T022
LUPTE4102,TELISTA 40MG TAB 1*15TAB,TAB,5,0,0,0,0,80.571,402.86,108.28,82.51,0,LUPIN,,T021
ZZZ3347,TELISTA AM TAB 1*15TAB,TABS,9,0,0,0,0,237.318,2135.86,318.95,243.03,0,LUPIN,,T021
ZZZ1006,TELISTA-CH 40/6.25 1*10TAB,TAB,4,0,0,0,0,151.7,606.8,203.9,155.35,0,LUPIN,,T021
00000473,TELISTA TRIO CL 1*10T,TAB.,4,0,0,0,0,144.804,579.22,192.55,146.71,0,LUPIN,,T021
000614,TELISTA TRIO CL 6.25 1*10,TAB.,2,0,0,0,0,137.67,275.34,195.66,137.67,0,OTHER PRODUCTS,,T021
ALETE1T02,TELLZY-40MG TAB 1*15TAB,TAB,3,0,0,0,0,81.096,243.29,108.99,83.05,0,ALEMBIC,,T015
ZZZ9339,TELLZY AM 80MG TAB 1*15TAB,TABS,2,0,0,0,0,328.7355,657.47,437.16,333.07,0,ALEMBIC,,T015
ALETE1T05,TELLZY AM TAB 1*15TAB,TAB,3,0,0,0,0,229.2495,687.75,304.83,232.27,0,ALEMBIC,,T015
ZZZ8282,TELLZY CH 40MG TAB 1*15TAB,TABS,5,0,0,0,0,228.693,1143.47,310.68,236.74,0,ALEMBIC,,T015
ZZZ7675,TELLZY CH 6.25MG TAB 1*15TAB,TABS,2,0,0,0,0,199.8045,399.61,268.55,204.61,0,ALEMBIC,,T015
0609,TELLZY LN 40 1*15TAB,TAB.,6,0,0,0,0,172.685,1036.11,229.64,174.96,0,CORONA,,T004
ALETE2101,TELLZY-MT 25MG TAB 1*15TAB,TAB,3,0,0,0,0,269.0265,807.08,361.6,275.5,0,ALEMBIC,,T020
ALETE5101,TELLZY-MT 50MG TAB 1*15TAB,TAB,2,0,0,0,0,297.793,595.59,400.22,304.96,0,ALEMBIC,,T015
GLETE2101,TELMA 20MG TAB 1*15TAB,TAB,3,0,0,0,0,90.4065,271.22,129.59,92.58,0,GLENMARK,,T011
000116,TELMA 20MG TAB 1 X30,Pcs,7,0,0,0,0,91.366,639.56,121.49,92.57,0,OTHER PRODUCTS,,T011
TEL4,TELMA 40MG TAB 1X15,Pcs,10,0,0,0,0,158.427,1584.27,212.94,162.24,0,GLENMARK,,T011
GLETEA801,TELMA 80 AM TAB 1*15TAB,TAB,4,0,0,0,0,318.6645,1274.66,423.75,322.86,0,GLENMARK,,T011
GLETE8101,TELMA 80MG TAB 1*15TAB,TAB,7,0,0,0,0,121.389,849.72,163.16,124.31,0,GLENMARK,,T011
GLETEA101,TELMA AM 40/5MG TAB 1*15TAB,TAB,4,0,0,0,0,256.98,1027.92,341.72,260.36,0,GLENMARK,,T011
ZZZ4476,TELMA AMH 40MG TAB 1*15TAB,TAB,8,0,0,0,0,233.316,1866.53,313.59,238.93,0,GLENMARK,,T011
ZZZ5432,TELMA AMH 80 TAB 1*15TAB,TABS,3,0,0,0,0,327.4035,982.21,430.78,328.22,0,GLENMARK,,T011
ZZZ10443,TELMA AZ TAB 1*10,TAB.,3,0,0,0,0,145.937,437.81,194.06,147.86,0,GLENMARK,,T011
ZZZ8923,TELMA BETA 25MG TAB 1*10TAB,TABS,14,0,0,0,0,179.072,2507.01,238.13,181.43,0,GLENMARK,,T011
ZZZ8943,TELMA BETA 50MG TAB 1*10TAB,TABS,15,0,0,0,0,220.319,3304.79,292.97,223.22,0,GLENMARK,,T011
2377,TELMA BS 2.5 TAB 1X10,TAB.,7,0,0,0,0,89.2833,624.98,120,91.43,0,SUN,,T011
HIFEN945,TELMA BS 5 TAB 1X10 1*10,PCS,3,0,0,0,0,105.7433,317.23,140.63,107.14,0,SUN,,TO11
ZZZ7488,TELMA CT 40/12.5 TAB 1*15TAB,TABS,4,0,0,0,0,225.6435,902.57,303.28,231.07,0,GLENMARK,,T011
ZZZ10275,TELMA CT 40/6.25 TAB 1*15,TAB.,3,0,0,0,0,210.096,630.29,279.37,212.86,0,GLENMARK,,T011
ZZZ9993,TELMA CT 80/12.5 TAB 1*15TAB,TABS,1,0,0,0,0,360.2535,360.25,479.06,365,0,GLENMARK,,T011
ZZZ7885,TELMA CT 80/6.25 TAB 1*15TAB,TABS,6,0,0,0,0,339.4605,2036.76,451.41,343.93,0,GLENMARK,,T011
ZZZ8574,TELMA D TAB 1*10TAB,TABS,3,0,0,0,0,122.673,368.02,163.13,124.29,0,GLENMARK,,T011
GLETEH102,TELMA H 80 TAB 1*15TAB,TAB,3,0,0,0,0,370.1265,1110.38,492.19,375,0,GLENMARK,,T011
ZZZ10445,TELMA-H TAB 1*15,TAB.,2,0,0,0,0,244.992,489.98,325.78,248.22,0,GLENMARK,,T011
ZZZ4107,TELMA LN 40MG TAB 1*15TAB,TAB,5,0,0,0,0,235.8225,1179.11,313.59,238.93,0,GLENMARK,,T011
GLETE2102,TELMAXX 25MG TAB 1*10TAB,TAB,3,0,0,0,0,0,0,242,0,0,GLENMARK,,T011
MEDTE2103,TELMED 20MG TAB 1*10TAB,TAB,8,0,0,0,0,30.487,243.9,40.97,31.22,0,MEDLEY,,T009
MEDTE4102,TELMED 40MG TAB 1*10TAB,TAB,8,0,0,0,0,53.65,429.2,72.09,54.94,0,MEDLEY,,T017
ZZZ577,TELMED 80MG TAB 1*10TAB,TAB,10,0,0,0,0,82.24,822.4,110.53,84.22,0,MEDLEY,,T017
ZZZ3571,TELMED ACT 40MG TAB 1*10TAB,TAB,4,0,0,0,0,122.767,491.07,165,125.72,0,MEDLEY,,T001
MEDTE1T03,TELMED AH TAB 1*10TAB,TAB,6,0,0,0,0,136.368,818.21,183.28,139.65,0,MEDLEY,,T021
MEDTEA801,TELMED AM 80MG TAB 1*10CAP,CAP,3,0,0,0,0,170.89,512.67,229.69,175,0,MEDLEY,,T004
MEDTEA101,TELMED AM TAB 1*10TAB,TAB,15,0,0,0,0,135.42,2031.3,182,138.68,0,MEDLEY,,T021
MEDTEB501,TELMED B 50MG TAB 1*10TAB,TAB,4,0,0,0,0,156.943,627.77,210.94,160.72,0,MEDLEY,,T017
MEDTEEC01,TELMED CT TAB 1*10TAB,TAB,6,0,0,0,0,113,678,151.87,115.72,0,MEDLEY,,T017
ZZZ2575,TELMED H 80MG TAB 1*10TAB,TAB,3,0,0,0,0,178.02,534.06,236.72,180.36,0,MEDLEY,,T017
MEDTEHT01,TELMED H TAB 1*10 TAB,TAB,19.9,0,0,0,0,116.825,2324.82,157.03,119.64,0,MEDLEY,,T031
MANTE2101,TELMIKIND 20MG TAB 1*10TAB,TAB,22,0,0,0,0,18.925,416.35,25.44,19.38,0,MANKIND,,T006
MANTE1T01,TELMIKIND-40MG TAB 1*15,TAB,17,0,0,0,0,46.033,782.56,61.87,47.14,0,MANKIND,,T006
MANTE8101,TELMIKIND 80MG TAB 1*10TAB,TAB,6,0,0,0,0,61.013,366.08,82,62.48,0,MANKIND,,T006
ZZZ11006,TELMIKIND-AM 80 TAB 1*10,STR,8,0,0,0,0,92.63,741.04,124.5,94.86,0,MANKIND,,T006
000434,TELMIKIND-AM BETA 50MG 1*10TAB,TAB.,6,0,0,0,0,114.2067,685.24,151.87,115.71,0,ARISTO,,T006
MANTE1T03,TELMIKIND AMH TAB 1*10TAB,TAB,4,0,0,0,0,80.172,320.69,107.76,82.1,0,MANKIND,,T006
2651,TELMIKIND AM TAB 1*10,TAB.,10,0,0,0,0,64.04,640.4,86.08,65.58,0,LEFORD,,T006
MANTEB201,TELMIKIND BETA 25MG TAB 1*10TAB,TAB,6,0,0,0,0,102.363,614.18,136.12,103.71,0,MANKIND,,T006
MANTEB501,TELMIKIND BETA 50MG TAB 1*10TAB,TAB,3,0,0,0,0,106.803,320.41,140.53,107.07,0,MANKIND,,T006
MANTEH801,TELMIKIND H 80MG TAB 1*10TAB,TAB,3,0,0,0,0,107.25,321.75,141.12,107.52,0,MANKIND,,T006
MANTE1T04,TELMIKIND H TAB 1*10TAB,TAB,14,0,0,0,0,76.109,1065.53,102.3,77.94,0,MANKIND,,T006
ZZZ9525,TELMIKIND LNB-50MG TAB 1*10,TAB.,10,0,0,0,0,121.8456,1218.46,162.03,123.45,0,CHARAK PHARMA,,T006
ZZZ11066,TELMIKIND TRIO 12.5 1*10 TAB,TAB.,14,0,0,0,0,102.11,1429.54,137.25,104.57,0,MANKIND,,T006
ZZZ10908,TELMIKIND TRIO 6.25MG 1*10,TAB.,17,0,0,0,0,101.927,1732.76,136.99,104.38,0,MANKIND,,T006
ZZZ3744,TELPLUS TAB 1*10TAB,TAB,4,0,0,0,0,142.267,569.07,191.2,145.69,0,MICRO LAB,,T003 AB-14
ZZZ7816,TELPLUS TRIO TAB 1*10TAB,TABS,4,0,0,0,0,155.557,622.23,209.06,159.3,0,MICRO LAB,,T003
NICTE4101,TELPRES 40MG TAB 1*10TAB,TAB,3,0,0,0,0,80.588,241.76,108.31,82.53,0,ABBOTT,,T003
ZZZ2601,TELPRES CT 40/12.5MG TAB 1*15TAB,TAB,2,0,0,0,0,118.224,236.45,158.9,121.07,0,ABBOTT,,T003
ZZZ962,TELPRES CT 40/6.25MG TAB 1*10TAB,TAB,3,0,0,0,0,88.423,265.27,118.86,90.55,0,ABBOTT,,T003
DRRTE2101,TELSARTAN 20MG TAB 1*15TAB,TAB,2,0,0,0,0,46.32,92.64,60.94,46.43,0,DR REDDYS,,T005
ZZZ8446,TELSARTAN 80MG TAB 1*14TAB,TABS,2,0,0,0,0,126.6398,253.28,166.63,126.96,0,DR REDDYS,,T005
DRRTE1T01,TELSARTAN AM TAB 1*10TAB,TAB,2,0,0,0,0,182.585,365.17,240.23,183.05,0,DR REDDYS,,T005
ZZZ2649,TELSARTAN-CT 40MG TAB 1*10TAB,TAB,2,0,0,0,0,149.27,298.54,196.41,149.64,0,DR REDDYS,,T005
ZZZ8600,TELSARTAN H TAB 1*14TAB,TABS,2,0,0,0,0,252.0448,504.09,331.64,252.68,0,DR REDDYS,,T005
1929,TELSARTAN LN 40,TAB.,2,0,0,0,0,100.645,201.29,132.42,100.9,0,HIMALAYA,,T005
DRRTEET01,TELSARTAN TRIO TAB 30TAB,PCS,2,0,0,0,0,372.82,745.64,490.55,373.75,0,DR REDDYS,,
ARITE2101,TELVAS 20MG TAB 1*15TAB,TAB,14,0,0,0,0,41.745,584.43,56.11,42.75,0,ARISTO,,T00030
ZZZ7430,TELVAS 3D 80MG TAB 1*10TAB,TABS,8,0,0,0,0,141.358,1130.86,190,144.76,0,ARISTO,,T032
ARITE1T01,TELVAS 3D TAB 1*10TAB,TAB,9,0,0,0,0,93.001,837.01,125,95.24,0,ARISTO,,T0032
ARITE4101,TELVAS 40MG TAB 1*15TAB,TAB,18,0,0,0,0,70.8255,1274.86,94.59,72.53,0,ARISTO,,T0030
ARITEE101,TELVAS 80MG TAB 1*10TAB,TAB,3,0,0,0,0,123.9765,371.93,166.63,126.96,0,ARISTO,,T0030
ARITE8101,TELVAS-AM 80/5MG TAB 1*10TAB,TAB,6,0,0,0,0,182.31,1093.86,245,186.7,0,ARISTO,,T0031
ARITE1T02,TELVAS-AM TAB 1*15 TAB,TAB,5,0,0,0,0,102.9405,514.7,145.26,110.69,0,ARISTO,,AB-07
3939,TELVAS AM TAB 1x15,TAB,9,0,0,0,0,108.069,972.62,145.26,110.67,0,ARISTO,,T00031
ARITEB201,TELVAS BETA 25MG TAB 1*10TAB,TAB,10,0,0,0,0,86.497,864.97,116.25,88.58,0,ARISTO,,T019
ARITEB501,TELVAS BETA 50MG TAB 1*10TAB,TAB,15,0,0,0,0,108.118,1621.77,145.31,110.72,0,ARISTO,,T019
ZZZ10593,TELVAS CT 40 TAB 10X10 1*10 10*10,TAB.,14,0,0,0,0,73.658,1031.21,99,75.43,0,ABBOTT,,T032
ARITE8102,TELVAS CT 80MG TAB 1*10TAB,TABS,7,0,0,0,0,109.272,764.9,145.31,110.71,0,ARISTO,,T008
ZZZ8253,TELVAS CT LS TAB 1*10,TAB.,7,0,0,0,0,59.921,419.45,79.68,60.71,0,ARISTO,,T008
ARITEH401,TELVAS H 40/12.5MG TAB 1*10TAB,TAB,15.7,0,0,0,0,69.048,1084.05,92.81,70.71,0,ARISTO,,T032
ARITEH801,TELVAS H 80/12.5MG TAB 1*10TAB,TAB,10.8,0,0,0,0,123.207,1330.64,175,133.34,0,ARISTO,,T007
ZZZ10599,TELVAS LN 40 1*10,TAB.,13,0,0,0,0,85.561,1112.29,115,87.62,0,ABBOTT,,T008
HIFEN233,TELVAS LNC 12.5 TAB 1X10,PCS,5,0,0,0,0,94.154,470.77,126.56,96.42,0,ARISTO PHARMACEUTICALS TF 2,,T005
000003680,TELVAS LNC 6.5 MG TAB,TAB.,5,0,0,0,0,87.18,435.9,117.18,89.28,0,SUN,,T005
ZZZ8322,TENALI M 500MG TAB 1*10TAB,TABS,5,0,0,0,0,118.794,593.97,157.97,120.36,0,CADILA,,T010
000599,TENDER FLO BRUSH,TAB.,3,0,0,0,0,65,195,101,65,0,ARISTO PHARMACEUTICALS MF-3,,
001983,TENDER FLO BRUSH 8P,TAB.,8,0,0,0,0,20,160,39,20,0,INTAS,,
000601,TENDER FLO BUDS,TAB.,3,0,0,0,0,33,99,52,33,0,ARISTO PHARMACEUTICALS MF-3,,
TETS68,TENDER FLO COTTON BUDS BOX,TAB.,3,0,0,0,0,52,156,80,52,0,NICHOLAS,,
000789,TENDER FLO NAIL CLIPAR,TAB.,1,0,0,0,0,119,119,199,119,0,P G HEALTH LTD,,
000603,TENDER FLO NIPPLE 3,TAB.,1,0,0,0,0,39,39,60,39,0,ARISTO PHARMACEUTICALS MF-3,,
000003682,TENDER FLO RELAX FEEDING BOTTL,TAB.,2,0,0,0,0,260,520,400,260,0,SUN,,
PHATEC101,TENDOCARE CAP 1*15 CAP,TAB,3,0,0,0,0,334.5735,1003.72,444.92,338.98,0,PHARMED,,T017
ZZZ6419,TENDOCARE FORTE TAB 1*15TAB,TABS,1,0,0,0,0,531.9945,531.99,700,533.33,0,PHARMED,,AB-04
IFEN429,Tenginow-m 1*10TAB,TAB.,4,0,0,0,0,149.3033,597.21,196.45,149.68,0,ALKEM METABOLICS,,T020
ZZZ6694,TENLIMAC M 500MG TAB 1*10TAB,TABS,6,0,0,0,0,160.772,964.63,216.09,164.64,0,MACLEODS,,T013
IPCTE1T03,TENORIC 100MG TAB 1*10TAB,TAB,2,0,0,0,0,76.24,152.48,100.31,76.43,0,IPCA,,T003
IPCTE2105,TENORIC 25MG TAB 1*10TAB,TAB,2,0,0,0,0,49.44,98.88,65.06,49.57,0,IPCA,,T003
TNC,TENORIC 50MG TAB 20X10,Pcs,2,0,0,0,0,86.6,173.2,113.95,86.82,0,ABBOT LAB,,T003
NICTE5102,TENORMIN 50MG TAB 1*14TAB,TAB,3,0,0,0,0,26.3494,79.05,35.04,26.7,0,ABBOTT,,T014
GLATEC301,TENOVATE CREAM 30GM,PCS,6,0,0,0,0,121.0133,726.08,160.92,122.61,0,GLAXO,,
HIFEN378,TENPAX-5MG 1*15TAB,TAB.,3,0,0,0,0,174.49,523.47,232.03,176.79,0,ARISTO OTSIRA GENETICA,,T013
HIMTEF101,TENTEX FORTE CAP 1*10CAP,CAP,8,0,0,0,0,1100,8800,93.75,1100,0,HIMALAYA,,T009
SYSTEC101,TERBEST CREAM 15GM,PCS,10,0,0,0,0,51.072,510.72,67.2,51.2,0,SYSTOPIC,,
MANTE1G02,TERBIFORCE-PLUS 15GM,PCS,3,0,0,0,0,54.86,164.58,73.73,56.18,0,MANKIND,,
TETS,TETMOSOL SOAP 100GMS,Pcs,6,0,0,0,0,71.5,429,96.1,73.22,0,NICHOLAS,,
SUNTEP101,TETRAFOL PLUS TAB 1*10TAB,TAB,4,0,0,0,0,193.177,772.71,256.88,195.72,0,SUN,,T018
PB8THOC01,THANK OD CREAM 30GM,PCS,7,0,0,0,0,169.0643,1183.45,224.81,171.29,0,PANACEA BIOTECH,,
PB8THOF01,THANK OD FORTE TAB 1*7TAB,TAB,3,0,0,0,0,338.9267,1016.78,450.7,343.39,0,PANACEA BIOTECH,,T003
CIPTHF101,THEO-ASTHALIN FORTE TAB 1*20TAB,TAB,4,0,0,0,0,16.326,65.3,21.7,16.54,0,CIPLA,,T005
CIPTH3301,THEO ASTHALIN TAB 1*30TAB,TAB,10,0,0,0,0,15.996,159.96,21.5,16.38,0,CIPLA,,T005
MANTHFG02,THERMOKIND F GEL 100GM,PCS,3,0,0,0,0,115.08,345.24,154.68,117.85,0,MANKIND,,
TORTH2101,THIORIL 25MG TAB 1*10TAB,TAB,9.5,0,0,0,0,42.976,408.27,60.65,46.21,0,TORRENT,,T013
001991,THIOROK-AP 1*10TAB,TAB.,3,0,0,0,0,95,285,175,95,0,INTAS,,
CADTHG201,THROMBOPHOB GEL 20GM,Pcs,1,0,0,0,0,238.91,238.91,321.12,244.66,0,CADILA,,
GERTHO201,THROMBOPHOB OINT 20GM,PCS,2,0,0,0,0,161.684,323.37,236.8,160,0,GERMAN REMEDIES,,
ZZZ9059,THYRONORM 100MG TAB 120TAB,TABS,6,0,0,0,0,125.6183,753.71,168.82,128.64,0,ABBOTT,,
TETS119,THYRONORM 112MG 120TAB,TAB.,2,0,0,0,0,161.675,323.35,212.73,162.08,0,NICHOLAS,,
ABBTH1103,THYRONORM 125MG TAB 100TAB,Pcs,1,0,0,0,0,161.17,161.17,216.63,165.05,0,ABBOTT,,
ZZZ9831,THYRONORM 150MCG TAB 1*120TAB,TABS,1,0,0,0,0,162.1267,162.13,217.91,166.03,0,ABBOTT,,
ABBTHH101,THYRONORM 150MG TAB 100TAB,Pcs,4,0,0,0,0,162.1283,648.51,217.91,166.03,0,ABBOTT,,
ABBTH2101,THYRONORM 25MG TAB 100TAB,Pcs,7,0,0,0,0,137.9425,965.6,185.4,141.26,0,ABBOTT,,
ZZZ10395,THYRONORM 37.5MG 120TAB 1*120,TAB.,3,0,0,0,0,141.264,423.79,187.85,143.12,0,PURE AND CURE HEALTHCARE PVT.LTD.,,
ZZZ11220,THYRONORM 50MG 120TAB,TAB.,1,0,0,0,0,98.22,98.22,132.02,100.59,0,CIPLA,,
ZZZ9640,THYRONORM 62.5MCG TAB 120TAB,PHYL,3,0,0,0,0,153.5333,460.6,206.37,157.23,0,ABBOTT,,
ZZZ9274,THYRONORM 75MG TAB 120TAB,TABS,7,0,0,0,0,136.888,958.22,183.97,140.18,0,ABBOTT,,
ZZZ10396,THYRONORM 88MG TAB 120TAB,TAB.,1,0,0,0,0,160.572,160.57,211.28,160.97,0,PURE AND CURE HEALTHCARE PVT.LTD.,,
ZZZ1363,THYROPACE TAB 1*15TAB,TAB,5,0,0,0,0,132.402,662.01,177.6,135.59,0,MEYER VITABIOTICS,,T004
1187,THYROWEL PLUS,TAB.,1,0,0,0,0,242.905,242.91,323,246.1,0,CIPLA,,T017
MACTH1101,THYROX 100MG TAB 100TAB,PCS,10,0,0,0,0,125.6183,1256.18,168.83,128.64,0,MACLEODS,,
MACTH1102,THYROX 125MG TAB 100TAB,Pcs,9,0,0,0,0,161.17,1450.53,216.63,165.05,0,MACLEODS,,
MACTH1T01,THYROX 12.5MG TAB 100TAB,PCS,6,0,0,0,0,135.0917,810.55,189.72,144.56,0,MACLEODS,,
MACTH1103,THYROX 150MG TAB 100TAB,PCS,3,0,0,0,0,162.1467,486.44,217.92,166.05,0,MACLEODS,,
MACTH2101,THYROX 200* 100 TAB,Pcs,2,0,0,0,0,272.09,544.18,358.01,272.77,0,MACLEODS,,
ZZZ10899,THYROX 37.5 1*120,TAB.,5,0,0,0,0,141.1017,705.51,187.63,142.96,0,MANKIND,,
MACTH5101,THYROX 50MG TAB 100TAB/120TAB,PCS,1,0,0,0,0,98.22,98.22,132.02,100.58,0,MACLEODS,,
00000330,THYROX 62.5 1*100T,TAB.,4,0,0,0,0,127.95,511.8,171.98,131.03,0,MACLEODS,,
MACTH7101,THYROX 75MG TAB 100TAB,Pcs,13,0,0,0,0,136.895,1779.64,183.97,140.19,0,MACLEODS,,
000188,TIATE INHALER 1*1,PCS,1,0,0,0,0,395.1,395.1,525.4,400.3,0,LUPIN,,
LUP135,TIATE ROTACAP 1PH,Pcs,6,0,0,0,0,243.186,1459.12,343.17,261.49,0,LUPIN,,SM
