"GOOD HEALTH MEDICAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        QUAZI BAGH MARKET,NEAR RAM MANDIR GOLA BAZAR SHERGHATI GAYA-824211",,,,,,,,,,,,,,,
STOCK REPORT AS ON DATE 23-07-2026,,,,,,,,,,,,,,,
Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.
,,,,Deal,Free,Deal,Free,,,,,,,,
VOG3,DABUR HONEY 1 KG,TAB.,1,0,0,0,0,430,430,495,430,0,MEDLEY,,
DABDAH201,DABUR HONEY 300GM,PCS,2,0,0,0,0,102.5,205,125,102.5,0,DABUR,,8901207035364
DABDAH501,DABUR HONEY 500GM,PCS,3,0,0,0,0,210,630,250,210,0,DABUR,,
DABDAH502,DABUR HONEY 50GM,PCS,3,0,0,0,0,36.9,110.7,45,36.9,0,DABUR,,
ZZZ2025,DABUR LAL TAIL 50ML,PCS,5,0,0,0,0,50.4,252,70,50.4,0,DABUR,,
USV114,DABUR LAVANBHASKAR CHURNA,TAB.,2,0,0,0,0,59.5,119,85,59.5,0,USV PRIVATE LTD.,,
ZZZ11339,DADURIN LOTION 10 ML,TAB.,2,0,0,0,0,23.052,46.1,32.81,23.11,0,CIPLA,,
PFIDAC302,DALACIN C 300MG CAP 1*10CAP,CAP,4.6,0,0,0,0,238.023,1094.91,297.6,243.75,0,PFIZER LIMITED,,D001
PFIDAC301,DALACIN C 300MG INJ 2ML,PCS,2,0,0,0,0,105.265,210.53,127.2,104.43,0,PFIZER LIMITED,,
MICRO792,DAMITA 10,TAB.,3,0,0,0,0,125.7133,377.14,168.98,128.74,0,MACLEODS,,D009
CIPDA1101,DANOGEN 100MG CAP 1*10CAP,CAP,3,0,0,0,0,310.133,930.4,416.81,317.6,0,CIPLA,,D004
ZZZ6454,DAONIL 5MG TAB 1*30TAB,TAB,2,0,0,0,0,42.036,84.07,55.29,42.14,0,SANOFI AVENTIS.,,D003
ZZZ8103,DAPAMAC 10 1*10,TAB.,6,0,0,0,0,128.43,770.58,168.98,128.75,0,MSN LAB LIMTED,,D010
MICRO599,DAPAMAC L TAB 1*10,TAB.,2,0,0,0,0,125.395,250.79,165,125.71,0,MACLEODS,,D004
TETS154,DAPAMAC M 10/1000 TAB. 1X10,TAB.,5,0,0,0,0,138.6333,693.17,186.33,141.97,0,NICHOLAS,,D004
ZZZ10277,DAPAMAC M 10/500,TAB.,6,0,0,0,0,131.428,788.57,176.64,134.59,0,MACLEODS,,D014
000432,DAPAMAC TRIO 500 1*10TAB,TAB.,7,0,0,0,0,136.5357,955.75,183.51,139.82,0,ARISTO,,D015
MANF1,DAPANORM 10,TAB.,7,0,0,0,0,220.7483,1545.24,296.7,226.06,0,MANKIND(SPL),,D007
ZZZ10391,DAPANORM 5MG 10TAB 1*10,TAB.,4,0,0,0,0,118.99,475.96,156.56,119.29,0,ALKEM LAB.,,D013
1385,DAPANORM DUO 10 1*10,TAB.,1,0,0,0,0,155.5367,155.54,223,159.28,0,CIPLA,,D008
000000287,DAPANORM GM1 1*10TAB,TAB.,4,0,0,0,0,105.46,421.84,141.75,108,0,PFIZER,,D008
IFEN425,DAPANORM GM 1 FORTE TAB 1X10,PCS,3,0,0,0,0,122.768,368.3,165,125.72,0,ALKEM METABOLICS,,D007
HIFEN379,DAPANORM GM2 1*10TAB,TAB.,4,0,0,0,0,113.908,455.63,153.1,116.65,0,ARISTO OTSIRA GENETICA,,D006
DAPMT275,DAPANORM GM2 FORTE 1*10,PCS,3,0,0,0,0,136.0033,408.01,182.8,139.28,0,ALKEM,,D001
000325,DAPANORM GM2 FORTE 1*10TAB,TAB.,3,0,0,0,0,104.68,314.04,139.2,106.06,0,INTAS,,D001
000553,DAPANORM-HF-50 1*10TAB,TAB.,3,0,0,0,0,112.8067,338.42,150,114.29,0,SUN,,D007
3312,DAPANORM LM 1*10TAB,TAB.,11,0,0,0,0,138.1067,1519.17,185.62,141.43,0,BIOLOG,,D007
000001682,DAPANORM M 10 FORTE TAB 1*10,PCS,3,0,0,0,0,116.33,348.99,154.69,117.86,0,ALKEM,,
MNTAB38,DAPANORM M 10MG 10X10,PCS,6,0,0,0,0,115.0617,690.37,154.65,117.83,0,ALKEM,,D007
ZZZ10686,DAPANORM TRIO FORTE TAB 1*10,TAB.,1,0,0,0,0,165.1833,165.18,232,176.76,0,ALKEM,,D009
A000662,DAPANORM TRIO TAB 10TAB,PCS,2,0,0,0,0,167.4333,334.87,222.65,169.64,0,ALKEM(METABOLICS),,D008
A00137,DAPANOVA 5MG 1*10,PCS,5,0,0,0,0,145.088,725.44,195.01,148.58,0,MEDLEY PHARMACEUTICALS LTD.(GLYCEKARE),,D006
ZZZ1993,DAPANOVA S10/100 1*10TAB,TAB,1,0,0,0,0,169.493,169.49,227.81,173.57,0,MEDLEY,,D006
2642,DAPARYL 10MG TAB 1 X10,TAB.,5,0,0,0,0,109.98,549.9,146.25,111.43,0,SUNCARE FORMALATION,,D013
ZZZ10609,DAPARYL M 10/500 1*10,TAB.,5,0,0,0,0,104.985,524.93,141.09,107.51,0,INTAS,,D011
000002875,DAPARYL M 10/500MG 1 X10,Pcs,11,0,0,0,0,104.985,1154.84,141.09,107.51,0,INTAS PHARMACEUTICALS LTD.,,D011
1000,DAPATURN SM FORTE 10 1*10TAB,TAB.,3,0,0,0,0,177.07,531.21,238,181.33,0,ALKEM,,D011
ZZZ10433,DAPAVEL GM 10/2/500,TAB.,1,0,0,0,0,107.413,107.41,144.38,110,0,INTAS,,D007
ZZZ10601,DAPLO 10MG 1*10,TAB.,3,0,0,0,0,168.23,504.69,226.09,172.28,0,DR REDDYS,,D007
ALEDA7101,DARIF 7.5MG TAB 1*10TAB,TAB,4,0,0,0,0,307.33,1229.32,404.34,308.1,0,ALEMBIC,,D002
ARIDAC101,DAROLAC CAP 1*10CAP,CAP,5.1,0,0,0,0,101.14,515.81,135.93,103.57,0,ARISTO,,D003
ZZZ8126,DAROLAC SYP 30ML,PHYL,2,0,0,0,0,142.02,284.04,186.9,142.38,0,ARISTO,,
SUNDA1102,DAZTOR 10MG TAB 1*10TAB,TAB,6,0,0,0,0,130.424,782.54,173.44,132.14,0,SUN,,D0011
INFDE2101,DECADURABOLIN 25MG INJ 1ML,Pcs,3,0,0,0,0,244.16,732.48,350,250.03,0,CADILA,,
INFDE5101,DECADURABOLIN 50MG INJ 1ML,Pcs,3,0,0,0,0,378.085,1134.26,508.12,387.19,0,CADILA,,
KONDED101,DECOLIC DROP 15ML,Pcs,1,0,0,0,0,55.6967,55.7,74.06,56.43,0,KONTEST,,
KONDES301,DECOLIC SUSP 50 ML,Pcs,1,0,0,0,0,62.0433,62.04,82.5,62.86,0,KONTEST,,
SHRDEFT01,DEECEE FORTE TAB 1*10TAB,TAB,8.6,0,0,10,1,30.124,259.07,44.53,33.93,0,SHRINIVAS(GUJARAT)LAB,,D006
ZZZ3845,DEFCORT TM TAB 1*10TAB,TAB,2,0,0,0,0,497.025,994.05,660.94,503.57,0,MACLEODS,,D010
001976,DEFVIN 6MG 1*10TAB,TAB.,5,0,0,0,0,45,225,168,45,0,INTAS,,
INTDE3401,DEJAC 30MG TAB 1*4TAB,TAB,3,0,0,0,0,132.5432,397.63,178.12,135.73,0,INTAS,,D014
NICDES102,DELETUS D SYP 100 ML,Pcs,3,0,0,0,0,119.8867,359.66,157.75,120.19,0,ABBOTT,,
HIFEN723,DEMELAN FACEWASH 100ML,TAB.,2,0,0,0,0,367.3617,734.72,549,372.2,0,INDCHEMIE HEALTH PRIMUS,,
ZZZ10356,DEPLATT 150MG TAB 1*10,TAB.,5,0,0,0,0,150.818,754.09,202.71,154.45,0,PURE AND CURE HEALTHCARE PVT.LTD.,,D002
ZZZ7173,DEPLATT 75MG TAB 1*15TAB,TABS,7,0,0,0,0,76.5975,536.18,102.95,78.44,0,TORRENT,,D003
TORDEA101,DEPLATT A 150MG TAB 1*15TAB,TAB,6,0,0,0,0,84.527,507.16,112.4,85.64,0,TORRENT,,D003
TORDEA701,DEPLATT A 75MG TAB .1*15TAB,TAB,6,0,0,0,0,82.027,492.16,110.25,84,0,TORRENT,,D003
TORDE2102,DEPLATT CV 20MG CAP 1*10CAP,CAP,3,0,0,0,0,164.3,492.9,220.83,168.25,0,TORRENT,,D011
1002,DEPLATT CV40,TAB.,4,0,0,0,0,146.9933,587.97,197.57,150.53,0,ALKEM,,D007
TORDE1T01,DEPLATT CV CAP 1*10CAP,CAP,3,0,0,0,0,110.41,331.23,146.81,111.86,0,TORRENT,,D-011
INTDE1101,DEPRAN 10MG TAB 1*10TAB,TAB,4,0,0,0,0,228.08,912.32,306.56,233.57,0,INTAS,,D012
ZZZ6056,DEPRANEX 10MG TAB 1*10TAB,TAB,5,0,0,0,0,72.328,361.64,96.18,73.28,0,INTAS,,D009
ZZZ6449,DEPRANEX 20MG TAB 1*10TAB,TABS,5,0,0,0,0,115.36,576.8,153.4,116.88,0,INTAS,,D009
ZZZ10525,DEPSONIL 25 1*10,TAB.,10,0,0,0,0,13.606,136.06,17.9,13.64,0,ABBOTT,,D012
ZZZ3911,DEREK D CAP 1*10CAP,CAPS,2,0,0,0,0,83.975,167.95,111.67,85.08,0,ALBERT DAVID,,D009
GERDEA201,DERIPHYLLIN INJ 2ML,Pcs,12,0,0,0,0,7.7607,93.13,10.21,7.78,0,GERMAN REMEDIES,,
GERDEM101,DERIPHYLLIN M TAB 1*10TAB,TAB,4,0,0,0,0,108.667,434.67,144.5,110.1,0,GERMAN REMEDIES,,D005
ZZZ4926,DERIPHYLLIN RET 300MG TAB 1*30TAB,TABS,5.27,0,0,0,0,48.462,255.39,64.43,49.1,0,ZYDUS HEALTHCARE,,D005
GLEDEBG01,DERIVA BPO GEL 15GM,PCS,2,0,0,0,0,385.325,770.65,512.34,390.4,0,GLENMARK,,
GLEDEG101,DERIVA CMS GEL 15GM,Pcs,4,0,0,0,0,324.3733,1297.49,435.94,332.18,0,GLENMARK,,
ZZZ3586,DERMI COOL POWDER 150GM,PCS,3,0,0,0,0,124,372,155,124,0,RECKITT,,
ZZZ9716,DERMIFORD CREAM 15G,TUBP,3,0,0,0,0,30,90,110,30,0,LEEFORD,,
ZZZ7411,DERMIKEM OC CREAM 15GM,PHYL,19,0,0,0,0,25,475,110,25,0,ALKEM (BERGEN),,
USVDEO301,DEROBIN OINT 30GM,Pcs,2,0,0,0,0,97.3,194.6,130.78,99.64,0,USV,,
TETS45,DETTOL 125 ML 125 ML,TAB.,4,0,0,0,0,73,292,83,73,0,NICHOLAS,,
ZZZ11315,DETTOL 60ML,TAB.,6,0,0,0,0,35,210,41.49,35,0,CIPLA,,
SUN046,DETTOL HANSAPLAST,TAB.,1,0,0,0,0,225,225,250,225,0,ALKEM,,
WL6DE2501,DEXOLAC 1 REFIL 400GM,PCS,5,0,0,0,0,416.5033,2082.52,490,396.67,0,WOCKHARDT LTD,,8906048500026
ZZZ8673,DEXOLAC 2 REFFIL 400GM,PHYL,8,0,0,0,0,416.5033,3332.03,490,396.67,0,NUTRICIA,,
6217,DEXOLAC 3 400 GM 400GM,PCS,7,0,0,0,0,416.5033,2915.52,490,396.67,0,NUTRICIA,,
SUN045,DEXOLAC 4,TAB.,6,0,0,0,0,395,2370,465,395,0,ALKEM,,
IFEN426,DEXOLAC NUSOBEE 400GM,TAB.,4,0,0,0,0,535.5,2142,630,510,0,ALKEM METABOLICS,,
WL6DESC01,DEXOLAC SPECIAL CARE TIN 500GM,PCS,3,0,0,0,0,471.7,1415.1,530,471.7,0,WOCKHARDT LTD,,
CADDET101,DEXONA TAB 1*30TAB,TAB,53.16,0,0,0,0,5.157,274.15,6.93,5.28,0,CADILA,,D012
CADDEI103,DEXONA VAIL 2ML,Pcs,8,0,0,0,0,8.1738,65.39,10.87,8.28,0,CADILA,,
FRADEC301,DEXORANGE CAP 30CAP,Pcs,2,0,0,0,0,131.9517,263.9,175.45,133.69,0,FRANCO-INDIAN,,
FRADES201,DEXORANGE SYRUP 200ML,PCS,6,0,0,11,1,134.9117,809.47,197.8,150.72,0,FRANCO-INDIAN,,
ARIDE1T01,DEZACOR 6MG TAB 1*10TAB,TAB,33,0,0,0,0,93.002,3069.07,125,95.24,0,ARISTO,,D010
ZZZ9270,D.F.O. 4X GEL 50GM,PHYL,1,0,0,0,0,136.4867,136.49,215.49,164.19,0,OZONE,,
SE5DIX601,DIAMICRON XR 60MG TAB 1*14TAB,TAB,2,0,0,0,0,238.4298,476.86,317.06,241.57,0,SERDIA 5,,D005
MICDIMO01,DIANORM M OD TAB 1*10TAB,TAB,6,0,0,0,0,169.873,1019.24,225.9,172.11,0,MICRO LAB,,D008
MICDI1103,DIAPRIDE 1MG TAB 1*30TAB,TAB,2,0,0,0,0,87.648,175.3,116.55,88.8,0,MICRO,,D002
MICDI2103,DIAPRIDE 2MG TAB 1*10TAB,TAB,6,0,0,0,0,137.392,824.35,182.7,139.2,0,MICRO,,D009
MICDIM101,DIAPRIDE M 1 FORTE TAB 1*10TAB,TAB,4,0,0,0,0,94.174,376.7,126.56,96.44,0,MICRO LAB,,D015
USVDI1T01,DIATAAL D CAP 1*10CAP,CAP,8,0,0,0,0,100.387,803.1,133.47,101.71,0,USV,,D015
FRADIP101,DIAVIT PLUS CAP 1*10CAP,CAP,5,0,0,0,0,111.22,556.1,157.97,120.37,0,FRANCO-INDIAN,,D013
00001117,DICALIS TAB 1X10,MPC,3,0,0,0,0,110.17,330.51,146.5,111.62,0,SUN,,D010
WINDIT101,DICLOMOL TAB 1*10TAB,TAB,3,0,0,0,0,80.163,240.49,105.47,80.36,0,WIN-MEDICARE,,D003
SUNDI1T01,DICORATE ER 1GM TAB 1*10TAB,TAB,3,0,0,0,0,209.813,629.44,282,214.86,0,SUN,,D014
SUNDI5101,DICORATE ER 500MG TAB 1*10TAB,TAB,3,0,0,0,0,167.402,502.21,225,171.43,0,SUN,,D010
SUNDIE701,DICORATE ER 750MG TAB 1*10TAB,TAB,3,0,0,0,0,197.153,591.46,265,201.9,0,SUN,,D014
KNODIGO01,DIGENE GEL ORANGE 200ML,PCS,3,0,0,0,0,134.484,403.45,180.74,137.72,0,KNOLL,,
ZZZ4145,DIGENE ORANGE TAB 1*15TAB,TAB,9.5,0,0,10,1,20.355,193.37,30.1,22.93,0,ABBOTT,,D002
00000857,DIGENE TAB 1*15T,PCS,0.1,0,0,10,1,18.51,1.85,27.37,20.85,0,ABBOTT,,
SHRDI2201,DIGEPLEX SYRUP 200ML,PCS,2,0,0,0,0,120.6667,241.33,162.19,123.57,0,PIRAMAL,,
SHRDII101,DIGEPLEX T TAB 1*10TAB,TAB,6,0,0,0,0,126.188,757.13,167.81,127.85,0,SHREYA,,D014
000389,DIGERAFT PLUS 200ML,TAB.,5,0,0,0,0,241.37,1206.85,324.42,247.18,0,UNICHEM,,
MANF8,DIGERAFT SUSP 1*200ML,TAB.,5,0,0,0,0,224.652,1123.26,301.96,230.06,0,MANKIND(SPL),,
ZZZ3912,DIGIHALER FB 200 INHALER 1PHYL,PHYL,2,0,0,0,0,282.2,564.4,379.26,288.99,0,GLENMARK,,
ZZZ9629,DIGIPEN CHEW TAB 1*10TAB,TABS,10,0,0,9,1,66.827,668.27,99.8,76.04,0,ALKEM LAB.,,D013
ZZZ9612,DIGIPEN DROPS 15ML,PHYL,7,0,0,9,1,89.73,628.11,134,102.1,0,ALKEM (BERGEN),,
ALKDIS201,DIGIPEN JUNIOR SYP 60ML,PHYL,5,0,0,0,0,117.18,585.9,157.5,120,0,ALKEM LAB.,,
ZZZ10049,DIGIPEN SYRUP,TAB.,2,0,0,0,0,108.81,217.62,146.25,111.43,0,TRINITY,,
ORV021,DILNIP-M 25MG TAB 1X10,PCS,3,0,0,0,0,90.2867,270.86,121.35,92.46,0,ORIVA LIFESCIENCES PVT LTD,,D001
ZZZ10441,DILNIP M 50 1*10 1*10,TAB.,5,0,0,0,0,106.74,533.7,141.95,108.15,0,PURE AND CURE HEALTHCARE PVT.LTD.,,D001
ZZZ10270,DILNIP T 40 TAB 1*15,TAB.,6,0,0,0,0,224.748,1348.49,295.69,225.31,0,LUPIN,,D001
MAPDIAI01,DILONA AQUA INJ 1ML,Pcs,10,0,0,9,1,23.701,237.01,34.65,26.4,0,MAPRA,,
ZZZ11198,DILONA INJ 1AMP,TAB.,45,0,0,0,0,4.3092,193.91,5.4,4.32,0,CIPLA,,
MAPDI3104,DILONA INJ 3ML,Pcs,7,0,0,0,0,4.31,30.17,5.4,4.32,0,MAPRA,,
MAPDI1T04,DILONA SP TAB 1*10TAB,TAB,12.6,0,0,9,1,102.61,1292.89,153.23,116.76,0,MAPRA,,D008
TORDIC102,DILZEM CD 120MG TAB 1*10TAB,TAB,5,0,0,0,0,231.5,1157.5,311.15,237.07,0,TORRENT,,D012
TORDIC901,DILZEM CD 90MG TAB 1*10TAB,TAB,6,0,0,0,0,110.374,662.24,148.35,113.03,0,TORRENT,,D009
MAPDID101,DIN DS TAB 1*10 TAB,TAB,5,0,0,9,1,63.192,315.96,93.37,71.14,0,MAPRA,,D009
AHCDIT101,DISPERZYME TAB 1*10TAB,TAB,1,0,0,0,0,494.065,494.07,650,495.3,0,AKSIGEN HOSPITAL CARE,,D010
SURDIV101,DISPO VAN 10ML,PCS,7,0,0,0,0,4,28,18,4,0,HINDUSTAN SYRINGES,,
ZZZ3601,DISPO VAN 3ML,PCS,46,0,0,0,0,2,92,9.5,2,0,HINDUSTAN SYRINGES,,
DAPMT264,DISPOVAN 5 ML,TAB.,10,0,0,0,0,4,40,10,4,0,INTAS PHARMACEUTICALS LTD.SUPRIVA,,
00001333,DISPOVAN NEDDILE 24 NO 1*1,PCS,82,0,0,0,0,1,82,2.66,1,0,ANDOSA PVT LTD,,
ZZZ10319,DISPRIN TAB 1*10,TAB.,26,0,0,0,0,6.06,157.56,7.03,5.83,0,PURE AND CURE HEALTHCARE PVT.LTD.,,
EPT TA5,DIVAA OD 1000MG TAB 1X10,TAB.,3,0,0,0,0,200.5567,601.67,269.53,205.38,0,CADILA,,SELF
INTDIO501,DIVAA OD 500MG TAB 1*10TAB,TAB,2,0,0,0,0,229.626,459.25,308.6,235.15,0,INTAS,,SELF NEAR FRIDGE
INTDIO701,DIVAA OD 750MG TAB 1*10TAB,TAB,7,0,0,0,0,198.297,1388.08,266.5,203.07,0,INTAS,,SELF BACK
HIFEN753,DNS-9% FFS,PCS,24,0,0,0,0,19.5424,469.02,40.1,18.8,0,INDCHEMIE HEALTH PRIMUS,,
4512,DOLO 120 SYP 1*1,TAB.,13,0,0,10,1,25.24,328.12,39,29.71,0,MICRO,,
ZZZ10987,DOLO 250MG SUSP 1 PCS,PCS,8,0,0,5,1,25.4,203.2,42.8,32.61,0,ICPA,,
MICDO6101,DOLO 650MG TAB 1*15TAB,TAB,31.2,0,0,0,0,20.2245,631,32.28,20.49,0,MICRO LAB,,D004
HIFEN943,DOLOFASE-MX 1*10TAB,TAB.,3,0,0,0,0,36.7514,110.25,70,35,0,SUN,,D001
1228,DOLONEX IM 2ML 1X1AMP 1*1,PCS,7,0,0,0,0,54.001,378.01,72.58,55.3,0,CIPLA,,
000476,DOLOSTAT SP 1*10 CAP,TAB.,1,0,0,0,0,42.0425,42.04,55.31,42.15,0,UNICHEM,,D009
USV102,DOLTAC-SP 1*10TAB,TAB.,4,0,0,0,0,25,100,76.7,25,0,USV PRIVATE LTD.,,
MORDOD101,DOM DT 10MG TAB 1*10TAB,TAB,3,0,0,0,0,18.555,55.67,24.68,18.8,0,MORPEN,,D010
ZZZ2260,DOMPAN SR TAB 1*10TAB,TAB,5,0,0,0,0,177.857,889.29,239.06,182.14,0,MEDLEY,,D008
TORDO5D01,DOMSTAL  DT` 10'S,Pcs,6,0,0,0,0,27.813,166.88,36.99,28.18,0,TORRENT,,D008
ZZZ8532,DONEP 5MG TAB 1*15TAB,TABS,4,0,0,0,0,144.267,577.07,193.89,147.74,0,ALKEM (BERGEN),,D013
ALKDOF101,DONEP M FORTE TAB 1*10TAB,TAB,3,0,0,0,0,322.533,967.6,428.9,326.78,0,ALKEM LAB.,,D013
ALKDOM101,DONEP M TAB 1*10TAB,TAB,3,0,0,0,0,282.713,848.14,379.95,289.52,0,ALKEM LAB.,,D013
INTDOD501,DORTAS T EYE DROP 5ML,Pcs,9,0,0,0,0,422.0367,3798.33,567.19,432.19,0,INTAS,,
THDDO1T05,DOTCAM-P TAB 1*10TAB,TAB,20,0,0,0,0,93.002,1860.04,125,95.24,0,THREE DOTS,,
THDDO1T09,DOTZIDE 80MG TAB 1*10TAB,TAB,5,0,0,0,0,56.33,281.65,74.91,57.07,0,THREE DOTS,,D001
SVPDOT301,DOXINATE TAB 1*30TAB,TAB,3.8,0,0,0,0,212.691,808.23,285.84,217.81,0,SVIZERA HEALTHCARE,,D007
HIFEN970,DOXIRICH-LB 1*10CAP,TAB.,1.6,0,0,0,0,52.5,84,103,50,0,SUN,,D007
GERDO1C01,DOXOLIN-M 10 CAP,Pcs,5,0,0,0,0,79.877,399.39,107.36,81.8,0,GERMAN REMEDIES,,D011
ZZZ9356,DOXOMAX OD 650 1*10TAB,TABS,12,0,0,0,0,82.3,987.6,110.62,84.28,0,ARISTO,,D009
SURDPGT01,DP GESIC TAB  10 CAP,Pcs,4.9,0,0,0,0,7.592,37.2,31.03,7.23,0,SURGICAL,,
USVDR6401,D RISE 60K CAP 1*4CAP,CAP,1,0,0,0,0,65.9332,65.93,131,66.8,0,USV,,D008
ZZZ10495,DR MOREPEN BG-03 STRIP 25PCS,TAB.,2,0,0,0,0,310.005,620.01,467.81,310,0,PURE AND CURE HEALTHCARE PVT.LTD.,,
0450450,DR MOREPEN BP DIGITAL,TAB.,1,0,0,0,0,880.01,880.01,1470,880,0,ZYDUS HEALTHCARE LTD(CARDIVA),,
1985,DR.MOREPEN GLUCOONE KIT 1*1,TAB.,2,0,0,0,0,390.005,780.01,623.44,390,0,DR. REDDY,,
ZZZ11453,DR.MOREPEN GLUCO ONE STRIP 50PCS,TAB.,2,0,0,0,0,510.015,1020.03,795.94,510,0,BE,,
000480,DR.MOREPEN TOOTH BRUSH,TAB.,4,0,0,0,0,55,220,110,55,0,UNICHEM,,
000559,DR MOREPHAN MOUTH ULCER GEL,TAB.,5,0,0,0,0,42.5,212.5,0,42.5,0,SUN,,
000483,DR.MORPEN COLIV OIL 2ML,TAB.,3,0,0,0,0,29.99,89.97,50,29.99,0,UNICHEM,,
000561,DR.MORPENMOUTH ULCER TAB,TAB.,9,0,0,0,0,1.05,9.45,0,1.05,0,SUN,,
SBBDRC101,DR ORTHO CAP 1*10CAP,CAP,3,0,0,0,0,137.683,413.05,171.56,141,0,SBS BIOTECH,,
SBBDRO101,DR ORTHO OIL 120ML,PCS,3,0,0,0,0,225.5729,676.72,276,231,0,DIVISA HERBAL CARE,,
WABDRD101,DROTIN DS TAB 1*10TAB,TAB,3.1,0,0,0,0,189.274,586.75,254.4,193.83,0,WALTER BUSHNELL,,D006
ZZZ7255,DROTIN DS TAB 1*15TAB,TABS,1.14,0,0,0,0,191.313,218.1,254.4,193.83,0,MARTIN & HARRIS,,D006
WABDRRT01,DROTIN-M TAB 1*10TAB,TAB,3.2,0,0,0,0,179.607,574.74,241.41,183.93,0,WALTER BUSHNELL,,D006
MARDRP101,DROTIN PLUS TAB 1*10TAB,TAB,2,0,0,0,0,157.237,314.47,209.09,159.31,0,MARTIN,,D006
WABDR4101,DROTIN TAB 1*15TAB,TAB,2.11,0,0,0,0,107.355,226.52,144.29,109.94,0,WALTER BUSHNELL,,D006
SUNDU2101,DULANE 20MG CAP 1*10CAP,CAP,3,0,0,0,0,106.458,319.37,141.56,107.86,0,SUN,,D009
DUUC01,DULCOFLEX CHILDREN SUPPOS. 1*5SUPP.,PIC,2,0,0,0,0,42.4965,84.99,53.25,42.6,0,GERMAN REMEDIES,,FREEDGE
GERDUT101,DULCOFLEX TAB 1*10TAB,TAB,21,0,0,0,0,14.863,312.12,18.59,14.9,0,BOEHRINGER INGELHEIM,,D001
ZZZ9064,DUOLIN FORTE ROTACAPS 1PHYL,PHYL,2,0,0,0,0,156.37,312.74,205.75,156.76,0,CIPLA,,
CIPDUI101,DUOLIN INHALER 1PCS,PCS,6,0,0,0,0,315.74,1894.44,425.65,323.34,0,CIPLA,,
CIP001,DUOLIN RESPULES 1BOX,Pcs,1,0,0,0,0,757.9,757.9,1097.2,750,0,CIPLA,,SM
ZZZ10133,DUOLIN ROTACAP 60CAP,TAB.,4,0,0,0,0,173.1767,692.71,245.97,187.42,0,MEDLEY,,
HIFEN983,DUOMATE R/C 1PHY 1*1,PCS,2,0,0,0,0,115.5567,231.11,155.25,118.34,0,SUN,,
LUPDUT301,DUOMATE TRANSCAP 30CAP,CAP,3,0,0,0,0,115.5467,346.64,155.25,118.33,0,LUPIN,,
ARIDU1T01,DUOPIL 1/500MG TAB 1*10TAB,TAB,10,0,0,0,0,55.72,557.2,74.9,57.06,0,ARISTO,,D008
ARIDUUF01,DUOPIL 1 FORTE TAB 1*10TAB,TAB,6,0,0,0,0,69.938,419.63,94,71.62,0,ARISTO,,D008
ARIDU1T02,DUOPIL 2/500MG TAB 1*10TAB,TAB,6,0,0,0,0,76.02,456.12,102.18,77.85,0,ARISTO,,D009
ARIDUUF02,DUOPIL 2 FORTE TAB 1*10TAB,TABS,5,0,0,0,0,84.74,423.7,113.9,86.78,0,ARISTO,,D008
ZZZ10534,DUPHALAC SYRUP 1*250ML,TAB.,1,0,0,0,0,244.1267,244.13,328.12,250,0,ABBOTT,,
SOLDU4M01,DUPHALAC SYRUP 450ML,PCS,2,0,0,0,0,420.524,841.05,590.62,450,0,ABBOTT,,
ABBDU1101,DUPHASTON 10MG TAB 1*10TAB,TAB,1,0,0,0,0,671.025,671.03,901.82,687.18,0,ABBOTT,,D008
0772,DUREX AIR 10p 9box,BOX,1,0,0,0,0,259.21,259.21,324,270.01,0,OTHER PRODUCTS,,
0778,DUREX EXTRA THIN 3p 27box,BOX,23,0,0,0,0,25,575,55,25,0,OTHER PRODUCTS,,
DRRDU1C01,DUTAS 0.5MG CAP 1*30CAP,CAP,2,0,0,0,0,1072.806,2145.61,1441.93,1098.62,0,DR REDDYS,,D003
DRRDUU101,DUTAS T CAP 1*2*10KIT,CAP,3,0,0,0,0,530.8567,1592.57,713.43,543.63,0,DR REDDYS,,D002
SUNDU2103,DUZELA 20MG CAP 1*10CAP,CAP,14,0,0,0,0,105.327,1474.58,141.56,107.86,0,SUN,,D012
SUNDU3103,DUZELA 30MG CAP 1*10CAP,CAP,3,0,0,0,0,158.667,476,211,160.76,0,SUN,,D012
SUNDU6102,DUZELA 60MG CAP 1*10CAP,CAP,16,0,0,0,0,227.542,3640.67,299.4,228.11,0,SUN,,
SUNDUM202,DUZELA M 20MG CAP 1*10CAP,CAP,3,0,0,0,0,134.603,403.81,179,136.38,0,SUN,,D012
SUNDUM301,DUZELA M 30MG CAP 1*10CAP,CAP,3,0,0,0,0,173.713,521.14,231,176,0,SUN,,D012
INDDV4T01,DV 60K CAP 1*12CAP,CAP,3,0,0,0,0,282.61,847.83,394.56,300.65,0,INDCHEMIE,,D001
000003671,D-VENIZ 100,TAB.,5,0,0,0,0,272.8283,1364.14,362.81,276.42,0,SUN,,D007
SUNDV1T02,D VENIZ 50MG TAB 1*10TAB,TAB,6,0,0,0,0,152.987,917.92,203.44,155,0,SUN,,D007
ZZZ4847,D VENIZEP 50MG TAB 1*10TAB,TAB,2,0,0,0,0,162.157,324.31,215.63,164.29,0,SUN PHARMACEUTICALS,,D007
